0;0;0;0;land;false;unknown;0
1;124;74;1;land;false;plains;1
2;82;70;1;land;false;jungle;1
3;117;18;1;land;false;plains;1
4;125;26;1;land;false;jungle;1
5;144;88;1;land;false;jungle;1
6;116;32;1;land;false;jungle;1
7;89;46;1;land;false;urban;1
8;117;89;1;land;false;plains;1
9;77;40;1;land;false;plains;1
10;80;33;1;land;false;plains;1
11;109;16;1;land;false;plains;1
12;119;88;1;land;false;jungle;1
13;92;26;1;land;false;plains;1
14;117;86;1;land;false;jungle;1
15;109;87;1;land;false;jungle;1
16;111;42;1;land;false;plains;1
17;74;64;1;land;false;jungle;1
18;135;27;1;land;false;plains;1
19;127;85;1;land;false;plains;1
20;8;46;255;sea;false;ocean;0
21;90;46;255;sea;false;ocean;0
22;65;240;1;land;false;plains;1
23;74;230;1;land;false;plains;1
24;16;245;1;land;true;plains;1
25;40;181;1;land;true;urban;1
26;58;218;1;land;false;jungle;1
27;25;213;1;land;false;plains;1
28;51;215;1;land;false;plains;1
29;0;207;1;land;false;plains;1
30;29;220;1;land;false;plains;1
31;50;223;1;land;false;plains;1
32;5;231;1;land;false;plains;1
33;11;233;1;land;false;plains;1
34;28;195;1;land;false;plains;1
35;3;225;1;land;true;plains;1
36;1;216;1;land;false;plains;1
37;36;24;255;sea;false;ocean;0
38;63;27;255;sea;false;ocean;0
39;61;20;255;sea;false;ocean;0
40;55;38;255;sea;false;ocean;0
41;29;19;255;sea;false;ocean;0
42;158;91;1;land;true;plains;1
43;188;36;1;land;false;plains;1
44;155;104;1;land;false;plains;1
45;133;33;1;land;false;forest;1
46;164;89;1;land;false;plains;1
47;140;54;1;land;true;plains;1
48;143;90;1;land;false;plains;1
49;123;95;1;land;false;plains;1
50;145;83;1;land;false;urban;1
51;126;40;1;land;false;plains;1
52;175;75;1;land;false;plains;1
53;167;63;1;land;false;plains;1
54;178;70;1;land;false;plains;1
55;148;98;1;land;false;plains;1
56;141;49;1;land;false;plains;1
57;133;59;1;land;false;forest;1
58;186;31;1;land;false;plains;1
59;157;103;1;land;false;forest;1
60;200;36;1;land;false;plains;1
61;197;76;1;land;true;forest;1
62;182;95;1;land;false;plains;1
63;123;63;255;sea;false;ocean;0
64;136;34;255;sea;false;ocean;0
65;47;15;255;sea;false;ocean;0
66;6;67;255;sea;false;ocean;0
67;37;25;1;land;false;urban;1
68;24;73;1;land;false;plains;1
69;58;46;1;land;false;plains;1
70;56;21;1;land;false;plains;1
71;67;8;1;land;false;plains;1
72;42;46;1;land;false;plains;1
73;61;25;1;land;false;plains;1
74;57;47;1;land;false;plains;1
75;59;82;1;land;false;plains;1
76;18;12;1;land;false;plains;1
77;17;80;1;land;false;plains;1
78;51;57;1;land;false;plains;1
79;82;15;1;land;false;plains;1
80;66;33;1;land;false;plains;1
81;30;14;1;land;false;plains;1
82;29;70;1;land;false;plains;1
83;10;22;1;land;false;jungle;1
84;27;11;1;land;false;jungle;1
85;14;26;1;land;false;plains;1
86;48;72;255;sea;false;ocean;0
87;66;70;255;sea;false;ocean;0
88;24;81;255;sea;false;ocean;0
89;61;92;255;sea;false;ocean;0
90;26;90;255;sea;false;ocean;0
91;36;92;255;sea;false;ocean;0
92;16;46;255;sea;false;ocean;0
93;52;34;255;sea;false;ocean;0
94;82;22;255;sea;false;ocean;0
95;75;34;255;sea;false;ocean;0
96;13;22;255;sea;false;ocean;0
97;32;91;255;sea;false;ocean;0
98;19;26;255;sea;false;ocean;0
99;9;105;255;sea;false;ocean;0
100;12;128;1;land;false;jungle;1
101;20;167;1;land;false;plains;1
102;56;196;1;land;true;jungle;1
103;81;126;1;land;true;plains;1
104;85;185;1;land;false;jungle;1
105;81;119;1;land;false;urban;1
106;59;134;1;land;false;jungle;1
107;50;148;1;land;false;urban;1
108;26;151;1;land;true;jungle;1
109;34;148;1;land;false;plains;1
110;29;186;1;land;false;plains;1
111;16;141;1;land;false;plains;1
112;34;157;1;land;false;jungle;1
113;17;164;1;land;false;jungle;1
114;44;169;1;land;true;jungle;1
115;46;130;1;land;false;jungle;1
116;26;122;1;land;false;plains;1
117;40;182;1;land;true;plains;1
118;75;170;1;land;true;plains;1
119;16;191;1;land;false;plains;1
120;81;152;1;land;true;jungle;1
121;70;168;1;land;true;plains;1
122;24;162;1;land;true;plains;1
123;70;185;1;land;true;plains;1
124;13;186;1;land;false;plains;1
125;83;131;1;land;false;jungle;1
126;60;147;1;land;false;plains;1
127;42;137;1;land;false;jungle;1
128;77;164;1;land;false;jungle;1
129;83;169;1;land;true;jungle;1
130;67;156;1;land;true;plains;1
131;21;117;1;land;false;jungle;1
132;71;152;1;land;false;plains;1
133;41;149;1;land;false;jungle;1
134;65;136;1;land;true;jungle;1
135;71;125;1;land;false;jungle;1
136;71;195;1;land;true;jungle;1
137;61;127;1;land;false;jungle;1
138;52;140;1;land;true;plains;1
139;37;133;1;land;false;plains;1
140;139;17;255;sea;false;ocean;0
141;92;85;255;sea;true;ocean;0
142;60;20;255;sea;true;ocean;0
143;74;7;255;sea;true;ocean;0
144;72;55;128;lake;false;plains;0
145;33;136;255;sea;true;ocean;0
146;34;97;255;sea;true;ocean;0
147;144;33;1;land;false;urban;1
148;166;34;1;land;false;jungle;1
149;180;69;1;land;false;jungle;1
150;128;53;1;land;false;jungle;1
151;143;85;1;land;false;jungle;1
152;112;72;1;land;false;plains;1
153;184;41;1;land;false;jungle;1
154;131;62;1;land;false;jungle;1
155;169;76;1;land;false;jungle;1
156;139;15;1;land;false;jungle;1
157;141;70;1;land;false;jungle;1
158;122;74;1;land;false;urban;1
159;172;50;1;land;false;plains;1
160;157;65;1;land;false;jungle;1
161;137;33;1;land;false;jungle;1
162;163;27;1;land;false;jungle;1
163;117;30;1;land;false;jungle;1
164;31;48;255;sea;false;ocean;0
165;11;22;255;sea;false;ocean;0
166;18;46;255;sea;false;ocean;0
167;62;49;255;sea;false;ocean;0
168;102;158;1;land;true;plains;1
169;150;154;1;land;true;plains;1
170;117;179;1;land;false;plains;1
171;152;166;1;land;true;urban;1
172;95;81;255;sea;true;ocean;0
173;131;69;255;sea;false;ocean;0
174;101;105;255;sea;false;ocean;0
175;14;102;1;land;false;jungle;1
176;3;65;1;land;false;jungle;1
177;38;74;1;land;false;jungle;1
178;54;107;1;land;false;plains;1
179;30;84;1;land;false;jungle;1
180;29;56;1;land;false;jungle;1
181;46;51;1;land;false;urban;1
182;46;78;1;land;false;jungle;1
183;70;90;1;land;false;jungle;1
184;59;54;1;land;false;jungle;1
185;47;66;1;land;false;jungle;1
186;52;50;1;land;false;urban;1
187;6;62;1;land;false;jungle;1
188;29;52;1;land;false;jungle;1
189;61;94;1;land;false;jungle;1
190;48;96;1;land;false;jungle;1
191;21;57;1;land;false;plains;1
192;16;101;1;land;false;jungle;1
193;69;58;1;land;false;jungle;1
194;86;61;255;sea;true;ocean;0
195;137;103;255;sea;true;ocean;0
196;96;43;255;sea;true;ocean;0
197;243;77;1;land;false;plains;1
198;239;7;1;land;false;plains;1
199;224;67;1;land;false;desert;1
200;247;72;1;land;false;desert;1
201;183;29;1;land;false;desert;1
202;202;71;1;land;false;desert;1
203;171;57;1;land;false;desert;1
204;224;76;1;land;false;desert;1
205;246;38;1;land;false;plains;1
206;235;19;1;land;false;desert;1
207;175;9;1;land;false;desert;1
208;208;60;1;land;false;plains;1
209;19;33;255;sea;false;ocean;0
210;64;47;255;sea;false;ocean;0
211;75;41;255;sea;false;ocean;0
212;63;34;255;sea;true;ocean;0
213;55;41;255;sea;true;ocean;0
214;178;118;1;land;false;jungle;1
215;216;97;1;land;false;jungle;1
216;208;131;1;land;false;urban;1
217;218;105;1;land;false;jungle;1
218;199;128;1;land;false;jungle;1
219;238;117;1;land;false;jungle;1
220;205;93;1;land;false;jungle;1
221;196;78;1;land;false;jungle;1
222;181;62;1;land;false;plains;1
223;180;99;1;land;false;jungle;1
224;215;61;1;land;false;jungle;1
225;205;82;1;land;false;jungle;1
226;194;136;1;land;false;urban;1
227;236;107;1;land;false;jungle;1
228;183;71;1;land;false;plains;1
229;177;128;1;land;false;jungle;1
230;229;72;1;land;false;jungle;1
231;209;121;1;land;false;plains;1
232;247;60;1;land;false;jungle;1
